,Building Generators (€),Building Transmission Lines (€),Building Batteries (€),Energy Production Cost (w/o Emissions) (€),CO2 Emissions Cost (€),Production Cost with Emissions (€),Load Shedding Cost (€),Curtailment Cost (€),Total Cost (€)
0,537675803.4063569,0.0,0.0,6622225389.046663,3454123804.2003345,10076349193.247002,108185846.95916045,0.0,10722210843.612514
